AAo   0.31
KKo   0.28
QQo   0.24
AQs   0.22
AKs   0.22
AJs   0.21
JJo   0.20
ATs   0.20
TTo   0.19
KQs   0.19
AKo   0.19
A9s   0.19
A8s   0.19
A5s   0.19
KJs   0.18
AQo   0.18
A7s   0.18
A6s   0.18
A4s   0.18
A3s   0.18
A2s   0.18
99o   0.18
QTs   0.17
KTs   0.17
JTs   0.17
ATo   0.17
AJo   0.17
88o   0.17
T9s   0.16
Q9s   0.16
K8s   0.16
K5s   0.16
J9s   0.16
77o   0.16
66o   0.16
55o   0.16
22o   0.16
T8s   0.15
QJs   0.15
Q8s   0.15
Q4s   0.15
KQo   0.15
KJo   0.15
K9s   0.15
K7s   0.15
K6s   0.15
K2s   0.15
J8s   0.15
A8o   0.15
A5o   0.15
A4o   0.15
A3o   0.15
A2o   0.15
98s   0.15
97s   0.15
54s   0.15
44o   0.15
33o   0.15
T7s   0.14
T6s   0.14
T4s   0.14
Q7s   0.14
Q6s   0.14
Q5s   0.14
KTo   0.14
K4s   0.14
K3s   0.14
J7s   0.14
J4s   0.14
A9o   0.14
A7o   0.14
A6o   0.14
87s   0.14
86s   0.14
85s   0.14
76s   0.14
75s   0.14
65s   0.14
T9o   0.13
T5s   0.13
T2s   0.13
QTo   0.13
QJo   0.13
Q3s   0.13
Q2s   0.13
K9o   0.13
JTo   0.13
J9o   0.13
J6s   0.13
J5s   0.13
96s   0.13
95s   0.13
84s   0.13
74s   0.13
63s   0.13
53s   0.13
T3s   0.12
Q9o   0.12
K8o   0.12
J3s   0.12
94s   0.12
93s   0.12
83s   0.12
73s   0.12
72s   0.12
64s   0.12
62s   0.12
52s   0.12
32s   0.12
T8o   0.11
Q8o   0.11
Q7o   0.11
K7o   0.11
K6o   0.11
K5o   0.11
K4o   0.11
K3o   0.11
K2o   0.11
J8o   0.11
J7o   0.11
J2s   0.11
98o   0.11
97o   0.11
92s   0.11
82s   0.11
65o   0.11
43s   0.11
42s   0.11
T7o   0.10
T6o   0.10
Q6o   0.10
Q5o   0.10
Q4o   0.10
Q3o   0.10
J5o   0.10
96o   0.10
87o   0.10
86o   0.10
76o   0.10
75o   0.10
64o   0.10
54o   0.10
53o   0.10
T5o   0.09
T4o   0.09
T3o   0.09
T2o   0.09
Q2o   0.09
J6o   0.09
J4o   0.09
J3o   0.09
J2o   0.09
95o   0.09
85o   0.09
74o   0.09
63o   0.09
43o   0.09
42o   0.09
94o   0.08
93o   0.08
92o   0.08
84o   0.08
83o   0.08
73o   0.08
72o   0.08
62o   0.08
52o   0.08
32o   0.08
82o   0.07
