AAo   0.40
KKo   0.33
QQo   0.29
AKs   0.28
AQs   0.27
JJo   0.25
AKo   0.25
AJs   0.25
ATs   0.24
TTo   0.23
AQo   0.23
A8s   0.23
A3s   0.23
KQs   0.22
A9s   0.22
A7s   0.22
A5s   0.22
A4s   0.22
A2s   0.22
KTs   0.21
KJs   0.21
ATo   0.21
AJo   0.21
A6s   0.21
99o   0.21
JTs   0.20
88o   0.20
QTs   0.19
QJs   0.19
Q9s   0.19
Q8s   0.19
KQo   0.19
K9s   0.19
J9s   0.19
A9o   0.19
A8o   0.19
A6o   0.19
A5o   0.19
A4o   0.19
A3o   0.19
77o   0.19
T9s   0.18
T8s   0.18
KTo   0.18
KJo   0.18
K8s   0.18
K7s   0.18
K6s   0.18
K5s   0.18
K4s   0.18
J8s   0.18
A7o   0.18
A2o   0.18
66o   0.18
55o   0.18
T7s   0.17
Q4s   0.17
K3s   0.17
K2s   0.17
J6s   0.17
98s   0.17
97s   0.17
86s   0.17
44o   0.17
33o   0.17
22o   0.17
T6s   0.16
QTo   0.16
QJo   0.16
Q7s   0.16
Q6s   0.16
Q5s   0.16
K9o   0.16
JTo   0.16
J7s   0.16
J5s   0.16
J4s   0.16
96s   0.16
87s   0.16
76s   0.16
65s   0.16
T9o   0.15
T3s   0.15
Q9o   0.15
Q3s   0.15
K8o   0.15
K7o   0.15
K6o   0.15
K4o   0.15
J9o   0.15
J3s   0.15
J2s   0.15
95s   0.15
94s   0.15
85s   0.15
84s   0.15
75s   0.15
64s   0.15
54s   0.15
53s   0.15
43s   0.15
T8o   0.14
T5s   0.14
Q8o   0.14
Q2s   0.14
K5o   0.14
K3o   0.14
K2o   0.14
92s   0.14
74s   0.14
73s   0.14
63s   0.14
52s   0.14
T7o   0.13
T4s   0.13
T2s   0.13
Q7o   0.13
Q6o   0.13
J8o   0.13
J7o   0.13
97o   0.13
93s   0.13
83s   0.13
82s   0.13
72s   0.13
62s   0.13
42s   0.13
32s   0.13
T6o   0.12
Q5o   0.12
Q4o   0.12
Q3o   0.12
Q2o   0.12
J6o   0.12
98o   0.12
96o   0.12
87o   0.12
86o   0.12
76o   0.12
65o   0.12
54o   0.12
T5o   0.11
T4o   0.11
J5o   0.11
J4o   0.11
J3o   0.11
J2o   0.11
95o   0.11
85o   0.11
84o   0.11
75o   0.11
74o   0.11
64o   0.11
53o   0.11
52o   0.11
T3o   0.10
T2o   0.10
94o   0.10
93o   0.10
83o   0.10
72o   0.10
63o   0.10
43o   0.10
92o   0.09
82o   0.09
73o   0.09
62o   0.09
42o   0.09
32o   0.09
