AAo   0.57
KKo   0.50
QQo   0.43
JJo   0.40
AKs   0.37
ATs   0.36
AQs   0.36
TTo   0.35
AKo   0.35
AJs   0.35
A9s   0.34
A4s   0.34
KJs   0.33
AQo   0.33
AJo   0.33
A8s   0.33
ATo   0.32
A6s   0.32
A3s   0.32
99o   0.32
KQs   0.31
A7s   0.31
A5s   0.31
QTs   0.30
QJs   0.30
KTs   0.30
K6s   0.30
JTs   0.30
A9o   0.30
A8o   0.30
A5o   0.30
88o   0.30
77o   0.30
KQo   0.29
K9s   0.29
K8s   0.29
A7o   0.29
A6o   0.29
A4o   0.29
A2s   0.29
A2o   0.29
KJo   0.28
K5s   0.28
A3o   0.28
KTo   0.27
K7s   0.27
K4s   0.27
66o   0.27
QJo   0.26
Q8s   0.26
K9o   0.26
K3s   0.26
55o   0.26
T9s   0.25
T8s   0.25
QTo   0.25
Q9s   0.25
Q3s   0.25
K7o   0.25
K2s   0.25
JTo   0.25
J9s   0.25
98s   0.25
44o   0.25
T7s   0.24
Q7s   0.24
Q6s   0.24
Q2s   0.24
K8o   0.24
J8s   0.24
J7s   0.24
J4s   0.24
97s   0.24
T6s   0.23
Q9o   0.23
Q5s   0.23
K6o   0.23
K3o   0.23
K2o   0.23
J5s   0.23
J2s   0.23
65s   0.23
33o   0.23
22o   0.23
T9o   0.22
T5s   0.22
Q8o   0.22
Q4s   0.22
K5o   0.22
K4o   0.22
J9o   0.22
J6s   0.22
96s   0.22
87s   0.22
86s   0.22
76s   0.22
T8o   0.21
T3s   0.21
Q7o   0.21
Q6o   0.21
J8o   0.21
J7o   0.21
J3s   0.21
98o   0.21
93s   0.21
85s   0.21
83s   0.21
64s   0.21
T7o   0.20
T4s   0.20
Q5o   0.20
Q4o   0.20
Q3o   0.20
97o   0.20
95s   0.20
94s   0.20
87o   0.20
84s   0.20
75s   0.20
74s   0.20
73s   0.20
54s   0.20
T6o   0.19
J5o   0.19
J2o   0.19
85o   0.19
72s   0.19
53s   0.19
T4o   0.18
T2s   0.18
Q2o   0.18
J6o   0.18
J4o   0.18
96o   0.18
92s   0.18
86o   0.18
82s   0.18
76o   0.18
63s   0.18
52s   0.18
42s   0.18
T5o   0.17
T3o   0.17
T2o   0.17
J3o   0.17
95o   0.17
94o   0.17
65o   0.17
62s   0.17
54o   0.17
53o   0.17
43s   0.17
93o   0.16
84o   0.16
82o   0.16
75o   0.16
74o   0.16
64o   0.16
92o   0.15
83o   0.15
73o   0.15
63o   0.15
62o   0.15
52o   0.15
43o   0.15
42o   0.15
32s   0.15
72o   0.14
32o   0.14
