AAo   0.36
KKo   0.31
QQo   0.26
AKs   0.25
AJs   0.24
JJo   0.23
ATs   0.22
AQs   0.22
A9s   0.22
TTo   0.21
A6s   0.21
A3s   0.21
KTs   0.20
AQo   0.20
AKo   0.20
A8s   0.20
A7s   0.20
A5s   0.20
A4s   0.20
A2s   0.20
99o   0.20
QTs   0.19
QJs   0.19
KQs   0.19
KJs   0.19
ATo   0.19
AJo   0.19
Q9s   0.18
K8s   0.18
JTs   0.18
88o   0.18
77o   0.18
55o   0.18
T9s   0.17
T8s   0.17
Q8s   0.17
K9s   0.17
K7s   0.17
K5s   0.17
A9o   0.17
A8o   0.17
A5o   0.17
A4o   0.17
22o   0.17
QJo   0.16
Q7s   0.16
Q5s   0.16
KQo   0.16
KJo   0.16
K6s   0.16
K3s   0.16
J9s   0.16
J8s   0.16
A7o   0.16
A6o   0.16
A3o   0.16
A2o   0.16
98s   0.16
66o   0.16
44o   0.16
33o   0.16
T7s   0.15
T6s   0.15
Q6s   0.15
KTo   0.15
K4s   0.15
K2s   0.15
JTo   0.15
J7s   0.15
J4s   0.15
97s   0.15
87s   0.15
86s   0.15
85s   0.15
76s   0.15
65s   0.15
54s   0.15
T5s   0.14
T4s   0.14
T2s   0.14
QTo   0.14
Q4s   0.14
Q3s   0.14
Q2s   0.14
K9o   0.14
J6s   0.14
J5s   0.14
J3s   0.14
J2s   0.14
75s   0.14
74s   0.14
64s   0.14
53s   0.14
T9o   0.13
T3s   0.13
Q9o   0.13
K8o   0.13
K7o   0.13
J9o   0.13
J8o   0.13
98o   0.13
96s   0.13
95s   0.13
93s   0.13
84s   0.13
83s   0.13
63s   0.13
62s   0.13
52s   0.13
43s   0.13
42s   0.13
T8o   0.12
T6o   0.12
Q8o   0.12
K6o   0.12
K5o   0.12
K4o   0.12
K3o   0.12
K2o   0.12
94s   0.12
92s   0.12
87o   0.12
82s   0.12
72s   0.12
32s   0.12
T7o   0.11
T4o   0.11
Q7o   0.11
Q6o   0.11
Q4o   0.11
Q3o   0.11
97o   0.11
96o   0.11
86o   0.11
76o   0.11
75o   0.11
73s   0.11
65o   0.11
54o   0.11
T5o   0.10
T3o   0.10
T2o   0.10
Q5o   0.10
Q2o   0.10
J7o   0.10
J6o   0.10
J5o   0.10
J4o   0.10
J3o   0.10
J2o   0.10
85o   0.10
84o   0.10
74o   0.10
64o   0.10
53o   0.10
43o   0.10
95o   0.09
94o   0.09
93o   0.09
92o   0.09
83o   0.09
73o   0.09
63o   0.09
62o   0.09
52o   0.09
42o   0.09
32o   0.09
82o   0.08
72o   0.08
