aao   1.9
kko   1.6
aqs   1.4
aks   1.2
qqo   1.1
ats   1.0
a7s   0.9
a8s   0.8
a2s   0.8
kjs   0.7
jjo   0.7
ajs   0.7
a9s   0.7
tto   0.6
qjs   0.6
kts   0.6
ako   0.6
a4s   0.6
qts   0.5
kqs   0.5
k9s   0.5
aqo   0.5
ajo   0.5
a5s   0.5
99o   0.5
88o   0.5
t7s   0.4
k8s   0.4
jts   0.4
a6s   0.4
98s   0.4
95s   0.4
t8s   0.3
q5s   0.3
k7s   0.3
k6s   0.3
a7o   0.3
a4o   0.3
a3s   0.3
a2o   0.3
77o   0.3
66o   0.3
65s   0.3
54s   0.3
53s   0.3
52s   0.3
t9s   0.2
qjo   0.2
q9s   0.2
q6s   0.2
kqo   0.2
kjo   0.2
k4s   0.2
k3s   0.2
k2s   0.2
j9s   0.2
j8s   0.2
j4s   0.2
ato   0.2
a9o   0.2
a8o   0.2
a6o   0.2
a5o   0.2
a3o   0.2
97s   0.2
55o   0.2
43s   0.2
t9o   0.1
t6s   0.1
t5s   0.1
qto   0.1
k9o   0.1
k5s   0.1
j9o   0.1
87s   0.1
86s   0.1
85s   0.1
82s   0.1
44o   0.1
33o   0.1
22o   0.1
t3s   0.0
q8s   0.0
q7s   0.0
q2s   0.0
kto   -0.0
k8o   -0.0
k5o   -0.0
jto   0.0
j7s   -0.0
j5s   0.0
96s   -0.0
93s   -0.0
92s   -0.0
84s   0.0
76s   0.0
75s   0.0
74s   0.0
73s   -0.0
64s   0.0
63s   -0.0
t8o   -0.1
t2s   -0.1
q9o   -0.1
q8o   -0.1
q7o   -0.1
q4s   -0.1
q4o   -0.1
q3s   -0.1
k2o   -0.1
j7o   -0.1
j3s   -0.1
j2s   -0.1
94s   -0.1
83s   -0.1
72s   -0.1
32s   -0.1
t7o   -0.2
t6o   -0.2
q5o   -0.2
q3o   -0.2
k7o   -0.2
k6o   -0.2
k4o   -0.2
j8o   -0.2
j6s   -0.2
j5o   -0.2
j4o   -0.2
98o   -0.2
97o   -0.2
86o   -0.2
64o   -0.2
62s   -0.2
54o   -0.2
43o   -0.2
t3o   -0.3
q6o   -0.3
k3o   -0.3
j6o   -0.3
87o   -0.3
76o   -0.3
75o   -0.3
74o   -0.3
65o   -0.3
52o   -0.3
t5o   -0.4
t4s   -0.4
t2o   -0.4
q2o   -0.4
j3o   -0.4
j2o   -0.4
96o   -0.4
95o   -0.4
94o   -0.4
92o   -0.4
84o   -0.4
83o   -0.4
82o   -0.4
73o   -0.4
72o   -0.4
63o   -0.4
62o   -0.4
53o   -0.4
42s   -0.4
42o   -0.4
32o   -0.4
t4o   -0.5
93o   -0.5
85o   -0.5
