 2 aau    0.7
 2 aku    0.3
 2 kku    0.6
 2 aqu    0.3
 2 kqu    0.2
 2 qqu    0.6
 2 aju    0.3
 2 kju    0.2
 2 qju    0.2
 2 jju    0.5
 2 atu    0.2
 2 ktu    0.1
 2 qtu    0.1
 2 jtu    0.1
 2 ttu    0.5
 2 a9u    0.2
 2 k9u    0.1
 2 q9u    0.1
 2 j9u    0.1
 2 t9u    0.1
 2 99u    0.4
 2 a8u    0.2
 2 k8u    0.1
 2 q8u    0.0
 2 j8u    0.0
 2 t8u   -0.0
 2 98u   -0.0
 2 88u    0.4
 2 a7u    0.2
 2 k7u    0.1
 2 q7u    0.1
 2 j7u    0.0
 2 t7u   -0.1
 2 97u   -0.1
 2 87u   -0.1
 2 77u    0.3
 2 a6u    0.1
 2 k6u    0.0
 2 q6u    0.0
 2 j6u   -0.0
 2 t6u   -0.1
 2 96u   -0.1
 2 86u   -0.1
 2 76u   -0.1
 2 66u    0.3
 2 a5u    0.2
 2 k5u    0.0
 2 q5u    0.0
 2 j5u   -0.0
 2 t5u   -0.1
 2 95u   -0.2
 2 85u   -0.2
 2 75u   -0.2
 2 65u   -0.1
 2 55u    0.2
 2 a4u    0.1
 2 k4u    0.0
 2 q4u   -0.0
 2 j4u   -0.1
 2 t4u   -0.2
 2 94u   -0.2
 2 84u   -0.2
 2 74u   -0.2
 2 64u   -0.2
 2 54u   -0.2
 2 44u    0.1
 2 a3u    0.1
 2 k3u    0.0
 2 q3u   -0.1
 2 j3u   -0.1
 2 t3u   -0.1
 2 93u   -0.2
 2 83u   -0.2
 2 73u   -0.2
 2 63u   -0.2
 2 53u   -0.2
 2 43u   -0.3
 2 33u    0.1
 2 a2u    0.1
 2 k2u    0.0
 2 q2u   -0.0
 2 j2u   -0.1
 2 t2u   -0.1
 2 92u   -0.2
 2 82u   -0.3
 2 72u   -0.3
 2 62u   -0.2
 2 52u   -0.3
 2 42u   -0.3
 2 32u   -0.3
 2 22u   -0.1
 2 aks    0.3
 2 aqs    0.3
 2 kqs    0.4
